source_name,target_name,rating,time,str_time
Andrew Johnson,David Anderson,1,1380523905,2013-09-30 15:51
Andrew Johnson,Minnie Lewis,1,1380560631,2013-10-01 2:03
Dana Slater,Sarah Rivera,5,1380561150,2013-10-01 2:12
Madeline Prather,Dawn Richardson,2,1380564322,2013-10-01 3:05
Dawn Richardson,Madeline Prather,3,1380564332,2013-10-01 3:05
Lowell Roman,Roy Reaves,5,1380564790,2013-10-01 3:13
Lowell Roman,Monica Landrum,2,1380564817,2013-10-01 3:13
Roy Reaves,Lowell Roman,5,1380564841,2013-10-01 3:14
Minnie Lewis,Andrew Johnson,1,1380568452,2013-10-01 4:14
Madeline Prather,Frank White,1,1380570109,2013-10-01 4:41
Frank White,Madeline Prather,1,1380570137,2013-10-01 4:42
Lawrence Utter,Michael Ward,10,1380576247,2013-10-01 6:24
Lawrence Utter,Joyce Carpenter,-10,1380578096,2013-10-01 6:54
Lester Lacasse,Joyce Carpenter,-10,1380582515,2013-10-01 8:08
Adam Roberts,Geraldo Fink,1,1380591985,2013-10-01 10:46
Geraldo Fink,Adam Roberts,1,1380591992,2013-10-01 10:46
Stanley Avery,Donna Nicoll,1,1380616262,2013-10-01 17:31
Donna Nicoll,Stanley Avery,1,1380635277,2013-10-01 22:47
Byron Taylor,Dennis Russell,1,1380649580,2013-10-02 2:46
Douglas Mccann,Patricia Hamff,3,1380651775,2013-10-02 3:22
Keisha Lamere,Jack Rankin,5,1380652202,2013-10-02 3:30
Keisha Lamere,Ryan Beltrami,3,1380652243,2013-10-02 3:30
Keisha Lamere,Lawrence Utter,1,1380652257,2013-10-02 3:30
Keisha Lamere,Rebecca Morrison,2,1380652266,2013-10-02 3:31
Keisha Lamere,Merle Mcintyre,3,1380652277,2013-10-02 3:31
Keisha Lamere,Theresa Nava,3,1380652291,2013-10-02 3:31
Keisha Lamere,Joy Bucio,2,1380652307,2013-10-02 3:31
Keisha Lamere,Bert Dotolo,1,1380652317,2013-10-02 3:31
Keisha Lamere,Michael Houser,2,1380652331,2013-10-02 3:32
Keisha Lamere,Ramon Woodward,1,1380652341,2013-10-02 3:32
Keisha Lamere,John Brown,2,1380652357,2013-10-02 3:32
Keisha Lamere,Ismael Darrow,1,1380652360,2013-10-02 3:32
Keisha Lamere,Sarah Rivera,2,1380652372,2013-10-02 3:32
Keisha Lamere,Ralph Snyder,1,1380652379,2013-10-02 3:32
Keisha Lamere,Lisa Worden,1,1380652389,2013-10-02 3:33
Keisha Lamere,Byron Taylor,3,1380652460,2013-10-02 3:34
Keisha Lamere,Brian Tarrant,4,1380652480,2013-10-02 3:34
Joel Bailey,Annie Epstein,1,1410713763,2014-09-15 1:56
Keisha Lamere,Shelia Schilling,3,1380652523,2013-10-02 3:35
Keisha Lamere,Taryn Garza,3,1380652559,2013-10-02 3:35
Keisha Lamere,Oscar Renteria,3,1380652581,2013-10-02 3:36
Dennis Russell,Byron Taylor,1,1380652850,2013-10-02 3:40
Madeline Prather,Mark Kleis,1,1380653705,2013-10-02 3:55
Mark Kleis,Madeline Prather,1,1380653773,2013-10-02 3:56
Marion Fairchild,Gary Falls,1,1380657471,2013-10-02 4:57
Gary Falls,Marion Fairchild,1,1380658098,2013-10-02 5:08
Marion Fairchild,Dana Slater,2,1380679732,2013-10-02 11:08
Dana Slater,Joseph Walker,-10,1380688964,2013-10-02 13:42
Rocco Bassett,Joshua Selfridge,1,1380718792,2013-10-02 21:59
Joshua Selfridge,Rocco Bassett,1,1380718811,2013-10-02 22:00
Frank White,Rocco Bassett,1,1380719661,2013-10-02 22:14
Janice Truett,Rocco Bassett,1,1380722364,2013-10-02 22:59
Michael Johndrow,Maurice Tapper,2,1380725422,2013-10-02 23:50
Maurice Tapper,Michael Johndrow,2,1380725860,2013-10-02 23:57
Roy Reaves,Michael Johndrow,10,1380726174,2013-10-03 0:02
Robert Miller,Joseph Weaver,3,1380735284,2013-10-03 2:34
Joseph Weaver,Robert Miller,1,1380735291,2013-10-03 2:34
Joseph Weaver,Madeline Prather,1,1380736812,2013-10-03 3:00
Madeline Prather,Joseph Weaver,1,1380736841,2013-10-03 3:00
Rebbecca Casey,Charles Sanchez,1,1380741201,2013-10-03 4:13
Judy Davis,Rochelle Wells,2,1380747410,2013-10-03 5:56
Julissa Mckay,Leon Ledbetter,6,1380750924,2013-10-03 6:55
Leon Ledbetter,Julissa Mckay,6,1380750953,2013-10-03 6:55
Edward Ward,Julissa Mckay,6,1380751201,2013-10-03 7:00
Julissa Mckay,Edward Ward,6,1380751240,2013-10-03 7:00
Edward Ward,Leon Ledbetter,6,1380751256,2013-10-03 7:00
Jesus Reyes,Jeanne Wheat,6,1380751752,2013-10-03 7:09
Jeanne Wheat,Jesus Reyes,5,1380751801,2013-10-03 7:10
Bert Dotolo,Lori Morris,1,1380787410,2013-10-03 17:03
Duane Harned,Sally Young,1,1380813294,2013-10-04 0:14
Sally Young,Duane Harned,1,1380813396,2013-10-04 0:16
Sarah Rivera,Dennis Jimenez,1,1380814897,2013-10-04 0:41
Richard Horton,Lisa Terry,-10,1380815894,2013-10-04 0:58
Marion Fairchild,Julie Goldberg,1,1380815903,2013-10-04 0:58
Allen Owens,Michael Ashford,-4,1380816125,2013-10-04 1:02
Richard Horton,Michael Ashford,-10,1380816130,2013-10-04 1:02
Linda Anderson,Michael Ashford,-10,1380816758,2013-10-04 1:12
Linda Anderson,Shanna Orth,-10,1380816848,2013-10-04 1:14
Duane Harned,Derek Dunn,1,1380823118,2013-10-04 2:58
Derek Dunn,Duane Harned,1,1380823225,2013-10-04 3:00
Ken Flowers,Carol Ambrose,1,1380826171,2013-10-04 3:49
Carol Ambrose,Ken Flowers,1,1380826307,2013-10-04 3:51
Dana Slater,Rocco Bassett,4,1380835927,2013-10-04 6:32
Shirley Perez,Ty Miller,1,1380838170,2013-10-04 7:09
Ty Miller,Shirley Perez,2,1380838733,2013-10-04 7:18
Carol Ambrose,Buddy Stock,1,1380845192,2013-10-04 9:06
Buddy Stock,Carol Ambrose,1,1380845430,2013-10-04 9:10
Sandra Berger,Adam Roberts,1,1380857740,2013-10-04 12:35
Adam Roberts,Sandra Berger,1,1380857808,2013-10-04 12:36
Adam Roberts,Carlo Bolton,1,1380860245,2013-10-04 13:17
Carlo Bolton,Adam Roberts,1,1380860283,2013-10-04 13:18
Andrew Johnson,James Estrada,1,1380873593,2013-10-04 16:59
James Estrada,Andrew Johnson,1,1380874077,2013-10-04 17:07
Janice Truett,Michael Houser,1,1380884011,2013-10-04 19:53
Tia Yanez,Janice Truett,1,1380893199,2013-10-04 22:26
Janice Truett,Tia Yanez,1,1380893253,2013-10-04 22:27
Kevin Sorge,Carol Ambrose,1,1380912701,2013-10-05 3:51
Carol Ambrose,Kevin Sorge,1,1380913272,2013-10-05 4:01
Alice Gore,Robert Linn,1,1380913908,2013-10-05 4:11
Robert Linn,Alice Gore,1,1380914046,2013-10-05 4:14
Kevin Sorge,Robert Linn,1,1380918571,2013-10-05 5:29
Robert Linn,Kevin Sorge,1,1380918670,2013-10-05 5:31
Monica Landrum,Renee Beason,3,1380924265,2013-10-05 7:04
James West,Deborah Tomas,-10,1380928641,2013-10-05 8:17
Earl Blackwell,Andrew Johnson,1,1380936353,2013-10-05 10:25
Dennis Jimenez,Delores Youssefi,1,1380936725,2013-10-05 10:32
Andrew Johnson,Earl Blackwell,1,1380937349,2013-10-05 10:42
Joseph Echols,Joseph Weaver,1,1380975371,2013-10-05 21:16
Joseph Weaver,Joseph Echols,1,1380975398,2013-10-05 21:16
Glenda Labelle,Joel Bailey,1,1380977446,2013-10-05 21:50
Glenda Labelle,Taryn Garza,1,1380977662,2013-10-05 21:54
Glenda Labelle,Don Hudson,3,1380977686,2013-10-05 21:54
Glenda Labelle,Ronald Leon,1,1380977794,2013-10-05 21:56
Judy Davis,Melissa Blackford,4,1380982779,2013-10-05 23:19
Donna Nicoll,Paul Diercks,10,1380983901,2013-10-05 23:38
Jean Carter,Neva Patterson,1,1380984547,2013-10-05 23:49
Neva Patterson,Robert Wilson,2,1380984918,2013-10-05 23:55
Joseph Weaver,Gabriele Jenkins,1,1380984958,2013-10-05 23:55
Gabriele Jenkins,Joseph Weaver,1,1380985038,2013-10-05 23:57
Paul Diercks,Donna Nicoll,10,1380985915,2013-10-06 0:11
Joseph Weaver,Carol Ambrose,1,1380989260,2013-10-06 1:07
Carol Ambrose,Joseph Weaver,1,1380989343,2013-10-06 1:09
Melissa Blackford,Judy Davis,5,1381000430,2013-10-06 4:13
Joseph Weaver,Rochelle Wells,2,1381004527,2013-10-06 5:22
Rochelle Wells,Joseph Weaver,2,1381004600,2013-10-06 5:23
Verda Orr,Sarah Armes,1,1381005166,2013-10-06 5:32
Sarah Armes,Verda Orr,1,1381005219,2013-10-06 5:33
Jean Shamapande,Sarah Armes,3,1381005441,2013-10-06 5:37
Sarah Armes,Jean Shamapande,4,1381005485,2013-10-06 5:38
Michael Johndrow,Deborah Tomas,2,1381018131,2013-10-06 9:08
Deborah Tomas,Michael Johndrow,2,1381018145,2013-10-06 9:09
Jose Diaz,Lawrence Utter,2,1381021795,2013-10-06 10:09
Verda Orr,Therese Murray,4,1381023020,2013-10-06 10:30
Andrew Johnson,Joseph Weaver,1,1381027020,2013-10-06 11:36
Joseph Weaver,Andrew Johnson,1,1381027062,2013-10-06 11:37
Francis Culpepper,Andrew Johnson,1,1381030645,2013-10-06 12:37
Lisa Camacho,Andrew Johnson,1,1381035953,2013-10-06 14:05
Andrew Johnson,Lisa Camacho,1,1381036054,2013-10-06 14:07
Lynn Smith,Chloe Conteh,1,1381050967,2013-10-06 18:16
Chloe Conteh,Lynn Smith,1,1381051223,2013-10-06 18:20
Michael Houser,Keisha Lamere,2,1381060207,2013-10-06 20:50
Michael Houser,Janice Truett,1,1381072544,2013-10-07 0:15
Carol Ambrose,Devin Stroud,1,1381079650,2013-10-07 2:14
Devin Stroud,Carol Ambrose,1,1381079656,2013-10-07 2:14
Minnie Lewis,Carol Ambrose,1,1381085126,2013-10-07 3:45
Carol Ambrose,Minnie Lewis,1,1381085155,2013-10-07 3:45
Carol Ambrose,Rebecca Klish,1,1381088191,2013-10-07 4:36
Rebecca Klish,Carol Ambrose,1,1381088432,2013-10-07 4:40
Carol Ambrose,Andrew Johnson,1,1381097298,2013-10-07 7:08
Andrew Johnson,Carol Ambrose,1,1381097397,2013-10-07 7:09
Bert Dotolo,Marion Fairchild,1,1381099928,2013-10-07 7:52
Richard Horton,Pablo Ewers,-10,1381100546,2013-10-07 8:02
Michael Johndrow,Robert Bernd,-10,1381157135,2013-10-07 23:45
Janice Truett,Michael Badgett,1,1381160673,2013-10-08 0:44
Michael Badgett,Janice Truett,1,1381160784,2013-10-08 0:46
Rosemary Wilson,Robert Bernd,-10,1381167960,2013-10-08 2:45
Joseph Weaver,Clara Himes,1,1381168362,2013-10-08 2:52
Clara Himes,Joseph Weaver,1,1381168393,2013-10-08 2:53
Joseph Weaver,Mark Tompkins,1,1381173488,2013-10-08 4:18
Mark Tompkins,Joseph Weaver,1,1381173604,2013-10-08 4:20
Verda Orr,Robert Strelow,1,1381177272,2013-10-08 5:21
Robert Strelow,Verda Orr,1,1381177337,2013-10-08 5:22
Janice Truett,Stacy Koch,1,1381194767,2013-10-08 10:12
Verda Orr,Carol Ambrose,1,1381196234,2013-10-08 10:37
Carol Ambrose,Verda Orr,1,1381196283,2013-10-08 10:38
Tony Creek,Betty Keesee,4,1381206009,2013-10-08 13:20
Francis Culpepper,Carol Ambrose,1,1381238828,2013-10-08 22:27
Carol Ambrose,Francis Culpepper,1,1381238842,2013-10-08 22:27
Annie Epstein,Esther Taylor,1,1381245327,2013-10-09 0:15
Esther Taylor,Annie Epstein,2,1381246624,2013-10-09 0:37
Esther Taylor,Herbert Stenberg,1,1381247131,2013-10-09 0:45
Socorro Ramirez,Robert Strelow,1,1381250264,2013-10-09 1:37
Robert Strelow,Socorro Ramirez,1,1381250281,2013-10-09 1:38
Byron Taylor,Gary Ingram,5,1381253619,2013-10-09 2:33
Robert Strelow,Tony Pacheco,1,1381260635,2013-10-09 4:30
Tony Pacheco,Robert Strelow,1,1381261027,2013-10-09 4:37
Michael Johndrow,Monica Landrum,3,1381261842,2013-10-09 4:50
Kathleen Buffey,Evelyn Feldman,1,1381272088,2013-10-09 7:41
Chloe Conteh,Kathleen Buffey,3,1381273081,2013-10-09 7:58
Andrew Johnson,Brenda Musser,3,1381279851,2013-10-09 9:50
Brenda Musser,Andrew Johnson,3,1381279937,2013-10-09 9:52
Evelyn Feldman,Kathleen Buffey,2,1381283526,2013-10-09 10:52
Saul Cox,Andrew Johnson,1,1381303731,2013-10-09 16:28
Janice Truett,Robert Strelow,1,1381331792,2013-10-10 0:16
Robert Strelow,Janice Truett,1,1381331811,2013-10-10 0:16
Gary Falls,Thomas Sanborn,-1,1381341048,2013-10-10 2:50
Rosemary Wilson,Michael Rising,3,1381341185,2013-10-10 2:53
Michael Rising,Rosemary Wilson,3,1381341273,2013-10-10 2:54
Christopher Lightfoot,Roy Reaves,1,1381341516,2013-10-10 2:58
Jessica Reese,Madeline Prather,3,1381363486,2013-10-10 9:04
Madeline Prather,Andrew Johnson,1,1381365083,2013-10-10 9:31
Andrew Johnson,Madeline Prather,1,1381365130,2013-10-10 9:32
Robert Rivera,Edward Golden,2,1381372184,2013-10-10 11:29
Edward Golden,Robert Rivera,2,1381372250,2013-10-10 11:30
Robert Miller,Janice Truett,3,1381376497,2013-10-10 12:41
Janice Truett,Robert Miller,3,1381376513,2013-10-10 12:41
Earl Blackwell,Alice Gore,3,1381380997,2013-10-10 13:56
Alice Gore,Patrick Coleman,2,1381381150,2013-10-10 13:59
Earl Blackwell,Gary Johnson,1,1381386275,2013-10-10 15:24
Gary Johnson,Earl Blackwell,1,1381386571,2013-10-10 15:29
Wilbert Fletcher,George Gregory,2,1381386713,2013-10-10 15:31
Andrew Johnson,Saul Cox,-10,1381387098,2013-10-10 15:38
Teri James,Don Hudson,2,1381399801,2013-10-10 19:10
Teri James,Don Slaughter,3,1381400002,2013-10-10 19:13
Adam Roberts,Madeline Prather,1,1381436700,2013-10-11 5:25
Madeline Prather,Adam Roberts,1,1381437147,2013-10-11 5:32
Adam Roberts,Andrew Johnson,1,1381437850,2013-10-11 5:44
Andrew Johnson,Adam Roberts,1,1381437944,2013-10-11 5:45
Stacy Koch,Robert Strelow,1,1381443163,2013-10-11 7:12
Robert Strelow,Stacy Koch,1,1381443243,2013-10-11 7:14
Don Slaughter,Teri James,3,1381443762,2013-10-11 7:22
Janice Truett,Charles Ramirez,1,1381444944,2013-10-11 7:42
Robert Strelow,Bert Dotolo,1,1381446951,2013-10-11 8:15
Tanya Vogel,Robert Strelow,-5,1381455171,2013-10-11 10:32
Verda Orr,Janice Truett,2,1381457657,2013-10-11 11:14
Sylvia Cheatwood,Joann Richman,1,1381472232,2013-10-11 15:17
Joann Richman,Sylvia Cheatwood,1,1381472333,2013-10-11 15:18
Dennis Russell,Andrew Johnson,1,1381475565,2013-10-11 16:12
Andrew Johnson,Dennis Russell,1,1381475567,2013-10-11 16:12
Dennis Russell,Sylvia Cheatwood,1,1381475962,2013-10-11 16:19
Sylvia Cheatwood,Dennis Russell,1,1381476102,2013-10-11 16:21
Verda Orr,Pamela Jones,1,1381518535,2013-10-12 4:08
Pamela Jones,Verda Orr,1,1381518770,2013-10-12 4:12
Tony Creek,Abby Studeny,4,1381526133,2013-10-12 6:15
Kathleen Buffey,Chloe Conteh,5,1381539414,2013-10-12 9:56
James West,Paul Robinson,1,1381549359,2013-10-12 12:42
James West,Calvin Anderson,1,1381549392,2013-10-12 12:43
Janice Truett,Gabriele Jenkins,1,1381584496,2013-10-12 22:28
Gabriele Jenkins,Janice Truett,1,1381585443,2013-10-12 22:44
Thomas Cohen,Ellen Sterner,1,1381588982,2013-10-12 23:43
Ellen Sterner,Thomas Cohen,1,1381589028,2013-10-12 23:43
Robert Strelow,Madeline Prather,1,1381595715,2013-10-13 1:35
Andrew Johnson,Joe Eberhardt,1,1381604184,2013-10-13 3:56
Anthony Horrell,Randall Williams,2,1381605044,2013-10-13 4:10
Linda Anderson,Deborah Tomas,1,1381607995,2013-10-13 4:59
Earl Blackwell,Janice Truett,3,1381643058,2013-10-13 14:44
Janice Truett,Earl Blackwell,3,1381643706,2013-10-13 14:55
Paul Robinson,Dorothy Kesselman,1,1381650399,2013-10-13 16:46
Dorothy Kesselman,Paul Robinson,1,1381650430,2013-10-13 16:47
Rochelle Wells,Willie Norman,1,1381669265,2013-10-13 22:01
Judy Davis,Willie Norman,1,1381671587,2013-10-13 22:39
Roy Reaves,Sally Parks,1,1381695314,2013-10-14 5:15
Sally Parks,Roy Reaves,1,1381696067,2013-10-14 5:27
Verda Orr,Jena Horiuchi,1,1381696287,2013-10-14 5:31
Jena Horiuchi,Verda Orr,1,1381701438,2013-10-14 6:57
Jena Horiuchi,Linda Ewing,1,1381702414,2013-10-14 7:13
Jena Horiuchi,Madeline Prather,1,1381702713,2013-10-14 7:18
Linda Ewing,Jena Horiuchi,1,1381702765,2013-10-14 7:19
Janice Truett,Ken Flowers,1,1381717761,2013-10-14 11:29
Ken Flowers,Janice Truett,1,1381717782,2013-10-14 11:29
Lillian Marshall,Stephanie Dennis,1,1381746755,2013-10-14 19:32
Stephanie Dennis,Lillian Marshall,1,1381747127,2013-10-14 19:38
Janice Truett,Andrew Johnson,2,1381757099,2013-10-14 22:24
Andrew Johnson,Janice Truett,2,1381757186,2013-10-14 22:26
Calvin Anderson,James West,1,1381758192,2013-10-14 22:43
Rochelle Wells,Joy Bucio,1,1381764056,2013-10-15 0:20
Joy Bucio,Rochelle Wells,1,1381764080,2013-10-15 0:21
Douglas Mccann,Agustin Held,-1,1381767358,2013-10-15 1:15
Douglas Mccann,Patricia Jordan,-1,1381767358,2013-10-15 1:15
Douglas Mccann,Pauline Tate,-1,1381767359,2013-10-15 1:15
Douglas Mccann,Lizzie Botelho,-1,1381767359,2013-10-15 1:15
Douglas Mccann,Ryan Brown,-1,1381767359,2013-10-15 1:15
Douglas Mccann,Kathryn Hobbs,-1,1381767360,2013-10-15 1:15
Adam Roberts,Shirley Perez,1,1381774325,2013-10-15 3:12
Shirley Perez,Adam Roberts,1,1381774372,2013-10-15 3:12
Michael Johndrow,Ellen Moore,-10,1381775712,2013-10-15 3:35
Glenda Labelle,Lita Cuzco,-5,1381777465,2013-10-15 4:04
Adam Roberts,Erika Quandt,1,1381777878,2013-10-15 4:11
Erika Quandt,Adam Roberts,1,1381777912,2013-10-15 4:11
Lisa Camacho,Jena Horiuchi,1,1381780628,2013-10-15 4:57
Jena Horiuchi,Lisa Camacho,1,1381780793,2013-10-15 4:59
Sandra Little,Rochelle Wells,1,1381783687,2013-10-15 5:48
Rocco Bassett,Madeline Prather,1,1381789799,2013-10-15 7:29
Janice Truett,Madeline Prather,1,1381792622,2013-10-15 8:17
Madeline Prather,Janice Truett,1,1381792666,2013-10-15 8:17
Herbert Stenberg,Esther Taylor,8,1381794935,2013-10-15 8:55
Janice Truett,Carol Ambrose,3,1381801363,2013-10-15 10:42
Carol Ambrose,Janice Truett,3,1381801404,2013-10-15 10:43
Stacy Koch,Janice Truett,1,1381810243,2013-10-15 13:10
Robert Strelow,Tanya Vogel,-10,1381823610,2013-10-15 16:53
Janice Truett,Eleanor Ford,1,1381827016,2013-10-15 17:50
Eleanor Ford,Janice Truett,1,1381827054,2013-10-15 17:50
Lori Trammell,Freeman Sheppard,1,1381828536,2013-10-15 18:15
Rochelle Wells,Darren Hollomon,1,1381831818,2013-10-15 19:10
Frances Frasier,Rochelle Wells,1,1381833226,2013-10-15 19:33
Darren Hollomon,Rochelle Wells,1,1381840956,2013-10-15 21:42
Janice Truett,Melodee Aupperle,1,1381842078,2013-10-15 22:01
Melodee Aupperle,Janice Truett,1,1381843714,2013-10-15 22:28
Byron Taylor,Jerry Henderson,1,1381854236,2013-10-16 1:23
Freeman Sheppard,Lori Trammell,2,1381855430,2013-10-16 1:43
Alice Gore,Jerry Henderson,1,1381856091,2013-10-16 1:54
Robert Strelow,Chanel Mccann,1,1381860569,2013-10-16 3:09
Chanel Mccann,Robert Strelow,1,1381860716,2013-10-16 3:11
Alice Gore,Kristin Dawkins,2,1381865591,2013-10-16 4:33
Kristin Dawkins,Alice Gore,1,1381865756,2013-10-16 4:35
Rochelle Wells,Judy Davis,5,1381868183,2013-10-16 5:16
Bert Dotolo,Ken Flowers,1,1381887078,2013-10-16 10:31
Ken Flowers,Bert Dotolo,1,1381887579,2013-10-16 10:39
Jerry Henderson,Alice Gore,1,1381894840,2013-10-16 12:40
Evelyn Feldman,Johnny Smith,5,1381906196,2013-10-16 15:49
Johnny Smith,Evelyn Feldman,5,1381906338,2013-10-16 15:52
Nancy Levings,Andrew Johnson,1,1381907027,2013-10-16 16:03
Andrew Johnson,Nancy Levings,1,1381910284,2013-10-16 16:58
Darren Burres,Gloria Smith,-10,1381914417,2013-10-16 18:06
Roy Reaves,Don Slaughter,1,1381915414,2013-10-16 18:23
Jean Carter,Frank Haley,1,1381922926,2013-10-16 20:28
Frank Haley,Christopher Lightfoot,1,1381923692,2013-10-16 20:41
Carol Ambrose,Eugene Degeyter,1,1381931505,2013-10-16 22:51
Eugene Degeyter,Carol Ambrose,1,1381931521,2013-10-16 22:52
Rochelle Wells,Robert Miller,2,1381935883,2013-10-17 0:04
Robert Miller,Rochelle Wells,2,1381935898,2013-10-17 0:04
Don Hudson,Richard Lapinsky,1,1381943077,2013-10-17 2:04
Richard Lapinsky,Don Hudson,1,1381943216,2013-10-17 2:06
Tony Pacheco,Alice Gore,3,1381944493,2013-10-17 2:28
Richard Lapinsky,Andrew Johnson,1,1381954075,2013-10-17 5:07
Andrew Johnson,Richard Lapinsky,1,1381954252,2013-10-17 5:10
Richard Lapinsky,Rochelle Wells,1,1381956244,2013-10-17 5:44
Rochelle Wells,Richard Lapinsky,1,1381956254,2013-10-17 5:44
Alice Gore,Robert Strelow,-10,1381958042,2013-10-17 6:14
Jena Horiuchi,Alice Gore,1,1381962053,2013-10-17 7:20
James Leal,James West,2,1381965266,2013-10-17 8:14
James West,Andrew Stucky,1,1381967934,2013-10-17 8:58
Andrew Stucky,Kimberly Ewart,1,1381968085,2013-10-17 9:01
Laverne Stanley,Andrew Stucky,3,1381968777,2013-10-17 9:12
Kimberly Ewart,Andrew Stucky,1,1381968782,2013-10-17 9:13
Janice Truett,Verda Orr,3,1381978038,2013-10-17 11:47
Alice Gore,Jena Horiuchi,2,1381978572,2013-10-17 11:56
Madeline Prather,Jessica Reese,2,1381986863,2013-10-17 14:14
Christine Sawyer,Willie Skinner,5,1382001117,2013-10-17 18:11
Willie Skinner,Christine Sawyer,5,1382002341,2013-10-17 18:32
Shannon Guess,Chloe Conteh,4,1382005357,2013-10-17 19:22
Rochelle Wells,William Smith,1,1382006617,2013-10-17 19:43
William Smith,Rochelle Wells,1,1382006722,2013-10-17 19:45
Willie Skinner,Byron Taylor,3,1382006778,2013-10-17 19:46
Stacy Koch,Rocco Bassett,2,1382015687,2013-10-17 22:14
Rocco Bassett,Stacy Koch,2,1382015688,2013-10-17 22:14
Andrew Stucky,Karen Sawyer,2,1382037126,2013-10-18 4:12
Deborah Tomas,Keith Ross,1,1382038472,2013-10-18 4:34
Keith Ross,Deborah Tomas,1,1382038581,2013-10-18 4:36
Susan Borg,Marty Broderick,1,1382039721,2013-10-18 4:55
Byron Taylor,Teri James,2,1382042659,2013-10-18 5:44
Teri James,Byron Taylor,1,1382042899,2013-10-18 5:48
Donna Nicoll,Allen Langford,1,1382048970,2013-10-18 7:29
Donna Nicoll,Freeman Sheppard,1,1382048977,2013-10-18 7:29
Winifred Lapp,Andrew Johnson,1,1382077881,2013-10-18 15:31
Andrew Johnson,Winifred Lapp,1,1382078197,2013-10-18 15:36
Lori Trammell,Evelyn Hermann,1,1382094048,2013-10-18 20:00
Evelyn Hermann,Lori Trammell,1,1382094155,2013-10-18 20:02
Rochelle Wells,Sandra Little,2,1382102478,2013-10-18 22:21
Carol Ambrose,Jennifer Dunham,1,1382108568,2013-10-19 0:02
Alice Gore,Tony Pacheco,3,1382110444,2013-10-19 0:34
Annie Epstein,Joseph Woodring,1,1382113218,2013-10-19 1:20
Joseph Woodring,Annie Epstein,1,1382113230,2013-10-19 1:20
Michael Johndrow,Brian Tarrant,3,1382115317,2013-10-19 1:55
Annie Epstein,Katherine Hurst,1,1382115585,2013-10-19 1:59
Katherine Hurst,Annie Epstein,1,1382115728,2013-10-19 2:02
Verda Orr,Brian Tarrant,3,1382116072,2013-10-19 2:07
Verda Orr,Katherine Hurst,2,1382117538,2013-10-19 2:32
Katherine Hurst,Verda Orr,2,1382117593,2013-10-19 2:33
Jena Horiuchi,Patricia Poirier,1,1382131077,2013-10-19 6:17
Patricia Poirier,Jena Horiuchi,1,1382131104,2013-10-19 6:18
Aaron Ngo,Madeline Prather,9,1382132404,2013-10-19 6:40
Dorothy Gullion,Rocco Bassett,1,1382133622,2013-10-19 7:00
Glenda Labelle,Jena Horiuchi,-5,1382135317,2013-10-19 7:28
Glenda Labelle,Patricia Poirier,-1,1382135416,2013-10-19 7:30
Carol Ambrose,Linda Ewing,3,1382135419,2013-10-19 7:30
Linda Ewing,Carol Ambrose,3,1382135454,2013-10-19 7:30
Carol Ambrose,Brenda Musser,1,1382136278,2013-10-19 7:44
Brenda Musser,Carol Ambrose,1,1382136382,2013-10-19 7:46
Rochelle Wells,Karen Beyer,1,1382139911,2013-10-19 8:45
Karen Beyer,Rochelle Wells,1,1382139965,2013-10-19 8:46
Allen Owens,Sarah Rivera,2,1382141324,2013-10-19 9:08
Shirley Gill,Gary Surratt,1,1382147540,2013-10-19 10:52
Dorothy Kesselman,Katherine Hurst,1,1382152681,2013-10-19 12:18
Jean Carter,Willie Fitch,1,1382196018,2013-10-20 0:20
Robert Linden,Sybil Guy,2,1382206505,2013-10-20 3:15
Gene Surface,Alma Ward,1,1382208400,2013-10-20 3:46
Alma Ward,Gene Surface,6,1382208513,2013-10-20 3:48
Willie Fitch,Ronald Das,1,1382208792,2013-10-20 3:53
Willie Fitch,Bernice Makhija,1,1382208812,2013-10-20 3:53
Willie Fitch,Alejandro White,1,1382208827,2013-10-20 3:53
Willie Fitch,Lester Reed,1,1382208842,2013-10-20 3:54
Byron Taylor,Otis Jones,1,1382209713,2013-10-20 4:08
Sarah Rivera,Madeline Prather,2,1382211606,2013-10-20 4:40
Sybil Guy,Robert Linden,2,1382211993,2013-10-20 4:46
John Davis,Karina Affolter,2,1382212870,2013-10-20 5:01
Dorothy Gullion,Philip Zable,-1,1382212923,2013-10-20 5:02
John Davis,David Cody,2,1382212951,2013-10-20 5:02
Alma Ward,Rocco Bassett,3,1382214164,2013-10-20 5:22
Rocco Bassett,Brenda Musser,1,1382214684,2013-10-20 5:31
Brenda Musser,Rocco Bassett,1,1382214767,2013-10-20 5:32
John Davis,Brian Arnold,1,1382224309,2013-10-20 8:11
John Davis,Rita Harp,1,1382224658,2013-10-20 8:17
Madeline Prather,Sarah Rivera,2,1382225327,2013-10-20 8:28
Marion Fairchild,Rochelle Wells,2,1382226788,2013-10-20 8:53
Rochelle Wells,Marion Fairchild,2,1382226880,2013-10-20 8:54
Sandra Berger,Sylvia Cheatwood,1,1382242198,2013-10-20 13:09
Sylvia Cheatwood,Sandra Berger,1,1382242232,2013-10-20 13:10
Jay Bartel,Robert Strelow,-10,1382274437,2013-10-20 22:07
Rochelle Wells,Regine Robinson,1,1382290844,2013-10-21 2:40
Douglas Jacobs,Michael Johndrow,7,1382290981,2013-10-21 2:43
Regine Robinson,Rochelle Wells,1,1382292751,2013-10-21 3:12
